prompt,clamp_value,word_category,word,token_id,logit_value,target_features,intervention_type
It seems to me that,1.0,casual_low_emotion,kinda,21775,-6.986244201660156,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_low_emotion,basically,8087,-7.1670379638671875,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_low_emotion,anyway,8668,-3.66935396194458,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_low_emotion,whatever,5193,-1.9141981601715088,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_low_emotion,guess,5310,-10.80550765991211,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_low_emotion,stuff,4269,-6.956051826477051,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_high_emotion,OMG,21978,-5.620238304138184,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_high_emotion,totally,7110,-7.287777423858643,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_high_emotion,literally,8642,-6.112701416015625,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_high_emotion,seriously,7580,-7.73988151550293,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_high_emotion,honestly,14483,-4.199275016784668,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_high_emotion,really,1196,-4.755177021026611,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_high_emotion,absolutely,6270,-6.850919723510742,"[17512, 32616]",linear_weights
It seems to me that,1.0,casual_high_emotion,incredibly,9301,-6.705979824066162,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_low_emotion,perhaps,4153,-2.013129949569702,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_low_emotion,may,754,-4.970423221588135,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_low_emotion,however,2480,-4.472536563873291,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_low_emotion,therefore,4320,-6.436585903167725,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_low_emotion,consequently,23995,-7.559545993804932,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_low_emotion,moreover,541,-2.2054808139801025,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_low_emotion,accordingly,17159,-9.56540298461914,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_low_emotion,furthermore,2134,-5.524555206298828,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_high_emotion,profoundly,29160,-8.28602123260498,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_high_emotion,devastated,27668,-11.008729934692383,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_high_emotion,magnificent,16773,-9.324438095092773,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_high_emotion,appalling,573,-4.50502872467041,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_high_emotion,extraordinary,10035,-6.199446678161621,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_high_emotion,overwhelming,11734,-7.0118584632873535,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_high_emotion,catastrophic,24769,-7.802605152130127,"[17512, 32616]",linear_weights
It seems to me that,2.0,formal_high_emotion,triumphant,15511,-7.277513027191162,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_low_emotion,yeah,12191,-6.103614807128906,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_low_emotion,okay,10989,-6.55497932434082,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_low_emotion,kinda,21775,-6.986244201660156,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_low_emotion,basically,8087,-7.1670379638671875,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_low_emotion,anyway,8668,-3.66935396194458,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_low_emotion,whatever,5193,-1.9141981601715088,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_low_emotion,guess,5310,-10.80550765991211,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_low_emotion,stuff,4269,-6.956051826477051,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_high_emotion,OMG,21978,-5.620238304138184,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_high_emotion,totally,7110,-7.287777423858643,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_high_emotion,literally,8642,-6.112701416015625,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_high_emotion,seriously,7580,-7.73988151550293,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_high_emotion,honestly,14483,-4.199275016784668,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_high_emotion,really,1196,-4.755177021026611,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_high_emotion,absolutely,6270,-6.850919723510742,"[17512, 32616]",linear_weights
It seems to me that,2.0,casual_high_emotion,incredibly,9301,-6.705979824066162,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_low_emotion,perhaps,4153,-2.013129949569702,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_low_emotion,may,754,-4.970423221588135,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_low_emotion,however,2480,-4.472536563873291,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_low_emotion,therefore,4320,-6.436585903167725,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_low_emotion,consequently,23995,-7.559545993804932,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_low_emotion,moreover,541,-2.2054808139801025,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_low_emotion,accordingly,17159,-9.56540298461914,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_low_emotion,furthermore,2134,-5.524555206298828,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_high_emotion,profoundly,29160,-8.28602123260498,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_high_emotion,devastated,27668,-11.008729934692383,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_high_emotion,magnificent,16773,-9.324438095092773,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_high_emotion,appalling,573,-4.50502872467041,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_high_emotion,extraordinary,10035,-6.199446678161621,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_high_emotion,overwhelming,11734,-7.0118584632873535,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_high_emotion,catastrophic,24769,-7.802605152130127,"[17512, 32616]",linear_weights
It seems to me that,4.0,formal_high_emotion,triumphant,15511,-7.277513027191162,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_low_emotion,yeah,12191,-6.103614807128906,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_low_emotion,okay,10989,-6.55497932434082,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_low_emotion,kinda,21775,-6.986244201660156,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_low_emotion,basically,8087,-7.1670379638671875,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_low_emotion,anyway,8668,-3.66935396194458,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_low_emotion,whatever,5193,-1.9141981601715088,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_low_emotion,guess,5310,-10.80550765991211,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_low_emotion,stuff,4269,-6.956051826477051,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_high_emotion,OMG,21978,-5.620238304138184,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_high_emotion,totally,7110,-7.287777423858643,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_high_emotion,literally,8642,-6.112701416015625,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_high_emotion,seriously,7580,-7.73988151550293,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_high_emotion,honestly,14483,-4.199275016784668,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_high_emotion,really,1196,-4.755177021026611,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_high_emotion,absolutely,6270,-6.850919723510742,"[17512, 32616]",linear_weights
It seems to me that,4.0,casual_high_emotion,incredibly,9301,-6.705979824066162,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_low_emotion,perhaps,4153,-2.6241824626922607,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_low_emotion,may,754,-5.619654178619385,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_low_emotion,however,2480,-4.390356063842773,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_low_emotion,therefore,4320,-4.251625061035156,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_low_emotion,consequently,23995,-8.16504192352295,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_low_emotion,moreover,541,-3.159621477127075,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_low_emotion,accordingly,17159,-7.889730453491211,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_low_emotion,furthermore,2134,-3.8650717735290527,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_high_emotion,profoundly,29160,-12.651527404785156,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_high_emotion,devastated,27668,-11.773622512817383,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_high_emotion,magnificent,16773,-10.787553787231445,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_high_emotion,appalling,573,-4.248257637023926,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_high_emotion,extraordinary,10035,-8.89033317565918,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_high_emotion,overwhelming,11734,-5.396050930023193,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_high_emotion,catastrophic,24769,-9.787755966186523,"[17512, 32616]",linear_weights
The best approach would be,0.0,formal_high_emotion,triumphant,15511,-9.721575736999512,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_low_emotion,yeah,12191,-6.38779878616333,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_low_emotion,okay,10989,-6.887922763824463,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_low_emotion,kinda,21775,-4.748085975646973,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_low_emotion,basically,8087,-1.9596552848815918,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_low_emotion,anyway,8668,-3.971569299697876,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_low_emotion,whatever,5193,-3.5449094772338867,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_low_emotion,guess,5310,-8.079305648803711,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_low_emotion,stuff,4269,-6.801018238067627,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_high_emotion,OMG,21978,-6.187599182128906,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_high_emotion,totally,7110,-3.873224973678589,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_high_emotion,literally,8642,-2.0667219161987305,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_high_emotion,seriously,7580,-7.162693500518799,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_high_emotion,honestly,14483,-3.3412725925445557,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_high_emotion,really,1196,-2.449432849884033,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_high_emotion,absolutely,6270,-4.404850006103516,"[17512, 32616]",linear_weights
The best approach would be,0.0,casual_high_emotion,incredibly,9301,-8.795534133911133,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_low_emotion,perhaps,4153,-2.6241824626922607,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_low_emotion,may,754,-5.619654178619385,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_low_emotion,however,2480,-4.390356063842773,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_low_emotion,therefore,4320,-4.251625061035156,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_low_emotion,consequently,23995,-8.16504192352295,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_low_emotion,moreover,541,-3.159621477127075,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_low_emotion,accordingly,17159,-7.889730453491211,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_low_emotion,furthermore,2134,-3.8650717735290527,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_high_emotion,profoundly,29160,-12.651527404785156,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_high_emotion,devastated,27668,-11.773622512817383,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_high_emotion,magnificent,16773,-10.787553787231445,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_high_emotion,appalling,573,-4.248257637023926,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_high_emotion,extraordinary,10035,-8.89033317565918,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_high_emotion,overwhelming,11734,-5.396050930023193,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_high_emotion,catastrophic,24769,-9.787755966186523,"[17512, 32616]",linear_weights
The best approach would be,1.0,formal_high_emotion,triumphant,15511,-9.721575736999512,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_low_emotion,yeah,12191,-6.38779878616333,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_low_emotion,okay,10989,-6.887922763824463,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_low_emotion,kinda,21775,-4.748085975646973,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_low_emotion,basically,8087,-1.9596552848815918,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_low_emotion,anyway,8668,-3.971569299697876,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_low_emotion,whatever,5193,-3.5449094772338867,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_low_emotion,guess,5310,-8.079305648803711,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_low_emotion,stuff,4269,-6.801018238067627,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_high_emotion,OMG,21978,-6.187599182128906,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_high_emotion,totally,7110,-3.873224973678589,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_high_emotion,literally,8642,-2.0667219161987305,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_high_emotion,seriously,7580,-7.162693500518799,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_high_emotion,honestly,14483,-3.3412725925445557,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_high_emotion,really,1196,-2.449432849884033,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_high_emotion,absolutely,6270,-4.404850006103516,"[17512, 32616]",linear_weights
The best approach would be,1.0,casual_high_emotion,incredibly,9301,-8.795534133911133,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_low_emotion,perhaps,4153,-2.6241824626922607,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_low_emotion,may,754,-5.619654178619385,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_low_emotion,however,2480,-4.390356063842773,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_low_emotion,therefore,4320,-4.251625061035156,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_low_emotion,consequently,23995,-8.16504192352295,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_low_emotion,moreover,541,-3.159621477127075,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_low_emotion,accordingly,17159,-7.889730453491211,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_low_emotion,furthermore,2134,-3.8650717735290527,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_high_emotion,profoundly,29160,-12.651527404785156,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_high_emotion,devastated,27668,-11.773622512817383,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_high_emotion,magnificent,16773,-10.787553787231445,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_high_emotion,appalling,573,-4.248257637023926,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_high_emotion,extraordinary,10035,-8.89033317565918,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_high_emotion,overwhelming,11734,-5.396050930023193,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_high_emotion,catastrophic,24769,-9.787755966186523,"[17512, 32616]",linear_weights
The best approach would be,2.0,formal_high_emotion,triumphant,15511,-9.721575736999512,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_low_emotion,yeah,12191,-6.38779878616333,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_low_emotion,okay,10989,-6.887922763824463,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_low_emotion,kinda,21775,-4.748085975646973,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_low_emotion,basically,8087,-1.9596552848815918,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_low_emotion,anyway,8668,-3.971569299697876,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_low_emotion,whatever,5193,-3.5449094772338867,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_low_emotion,guess,5310,-8.079305648803711,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_low_emotion,stuff,4269,-6.801018238067627,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_high_emotion,OMG,21978,-6.187599182128906,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_high_emotion,totally,7110,-3.873224973678589,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_high_emotion,literally,8642,-2.0667219161987305,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_high_emotion,seriously,7580,-7.162693500518799,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_high_emotion,honestly,14483,-3.3412725925445557,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_high_emotion,really,1196,-2.449432849884033,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_high_emotion,absolutely,6270,-4.404850006103516,"[17512, 32616]",linear_weights
The best approach would be,2.0,casual_high_emotion,incredibly,9301,-8.795534133911133,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_low_emotion,perhaps,4153,-2.6241824626922607,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_low_emotion,may,754,-5.619654178619385,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_low_emotion,however,2480,-4.390356063842773,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_low_emotion,therefore,4320,-4.251625061035156,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_low_emotion,consequently,23995,-8.16504192352295,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_low_emotion,moreover,541,-3.159621477127075,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_low_emotion,accordingly,17159,-7.889730453491211,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_low_emotion,furthermore,2134,-3.8650717735290527,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_high_emotion,profoundly,29160,-12.651527404785156,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_high_emotion,devastated,27668,-11.773622512817383,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_high_emotion,magnificent,16773,-10.787553787231445,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_high_emotion,appalling,573,-4.248257637023926,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_high_emotion,extraordinary,10035,-8.89033317565918,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_high_emotion,overwhelming,11734,-5.396050930023193,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_high_emotion,catastrophic,24769,-9.787755966186523,"[17512, 32616]",linear_weights
The best approach would be,4.0,formal_high_emotion,triumphant,15511,-9.721575736999512,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_low_emotion,yeah,12191,-6.38779878616333,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_low_emotion,okay,10989,-6.887922763824463,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_low_emotion,kinda,21775,-4.748085975646973,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_low_emotion,basically,8087,-1.9596552848815918,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_low_emotion,anyway,8668,-3.971569299697876,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_low_emotion,whatever,5193,-3.5449094772338867,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_low_emotion,guess,5310,-8.079305648803711,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_low_emotion,stuff,4269,-6.801018238067627,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_high_emotion,OMG,21978,-6.187599182128906,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_high_emotion,totally,7110,-3.873224973678589,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_high_emotion,literally,8642,-2.0667219161987305,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_high_emotion,seriously,7580,-7.162693500518799,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_high_emotion,honestly,14483,-3.3412725925445557,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_high_emotion,really,1196,-2.449432849884033,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_high_emotion,absolutely,6270,-4.404850006103516,"[17512, 32616]",linear_weights
The best approach would be,4.0,casual_high_emotion,incredibly,9301,-8.795534133911133,"[17512, 32616]",linear_weights
