prompt,clamp_value,word_category,word,token_id,logit_value,target_features
I think that,-4.0,formal_low_emotion,perhaps,4153,0.20835664868354797,[31]
I think that,-4.0,formal_low_emotion,may,754,-2.8005049228668213,[31]
I think that,-4.0,formal_low_emotion,however,2480,-3.912907123565674,[31]
I think that,-4.0,formal_low_emotion,therefore,4320,-4.262943744659424,[31]
I think that,-4.0,formal_low_emotion,consequently,23995,-5.013620376586914,[31]
I think that,-4.0,formal_low_emotion,moreover,541,-2.8395907878875732,[31]
I think that,-4.0,formal_low_emotion,accordingly,17159,-7.257002830505371,[31]
I think that,-4.0,formal_low_emotion,furthermore,2134,-3.0231785774230957,[31]
I think that,-4.0,formal_high_emotion,profoundly,29160,-7.627025604248047,[31]
I think that,-4.0,formal_high_emotion,devastated,27668,-8.461485862731934,[31]
I think that,-4.0,formal_high_emotion,magnificent,16773,-6.450793266296387,[31]
I think that,-4.0,formal_high_emotion,appalling,573,-4.7815375328063965,[31]
I think that,-4.0,formal_high_emotion,extraordinary,10035,-4.588581085205078,[31]
I think that,-4.0,formal_high_emotion,overwhelming,11734,-5.377222537994385,[31]
I think that,-4.0,formal_high_emotion,catastrophic,24769,-7.232859134674072,[31]
I think that,-4.0,formal_high_emotion,triumphant,15511,-4.35415506362915,[31]
I think that,-4.0,casual_low_emotion,yeah,12191,-5.218319892883301,[31]
I think that,-4.0,casual_low_emotion,okay,10989,-4.084853172302246,[31]
I think that,-4.0,casual_low_emotion,kinda,21775,-3.7841298580169678,[31]
I think that,-4.0,casual_low_emotion,basically,8087,-4.466667175292969,[31]
I think that,-4.0,casual_low_emotion,anyway,8668,-1.9622328281402588,[31]
I think that,-4.0,casual_low_emotion,whatever,5193,-1.576554775238037,[31]
I think that,-4.0,casual_low_emotion,guess,5310,-7.4717512130737305,[31]
I think that,-4.0,casual_low_emotion,stuff,4269,-4.809232711791992,[31]
I think that,-4.0,casual_high_emotion,OMG,21978,-4.020279884338379,[31]
I think that,-4.0,casual_high_emotion,totally,7110,-5.0972442626953125,[31]
I think that,-4.0,casual_high_emotion,literally,8642,-3.7338545322418213,[31]
I think that,-4.0,casual_high_emotion,seriously,7580,-5.116161346435547,[31]
I think that,-4.0,casual_high_emotion,honestly,14483,-2.790099620819092,[31]
I think that,-4.0,casual_high_emotion,really,1196,-1.33454430103302,[31]
I think that,-4.0,casual_high_emotion,absolutely,6270,-4.66765022277832,[31]
I think that,-4.0,casual_high_emotion,incredibly,9301,-5.103267669677734,[31]
I think that,0.0,formal_low_emotion,perhaps,4153,0.20630696415901184,[31]
I think that,0.0,formal_low_emotion,may,754,-2.803056001663208,[31]
I think that,0.0,formal_low_emotion,however,2480,-3.914977550506592,[31]
I think that,0.0,formal_low_emotion,therefore,4320,-4.265963554382324,[31]
I think that,0.0,formal_low_emotion,consequently,23995,-5.016860485076904,[31]
I think that,0.0,formal_low_emotion,moreover,541,-2.8414783477783203,[31]
I think that,0.0,formal_low_emotion,accordingly,17159,-7.259115695953369,[31]
I think that,0.0,formal_low_emotion,furthermore,2134,-3.0228211879730225,[31]
I think that,0.0,formal_high_emotion,profoundly,29160,-7.6294965744018555,[31]
I think that,0.0,formal_high_emotion,devastated,27668,-8.464134216308594,[31]
I think that,0.0,formal_high_emotion,magnificent,16773,-6.453613758087158,[31]
I think that,0.0,formal_high_emotion,appalling,573,-4.78334903717041,[31]
I think that,0.0,formal_high_emotion,extraordinary,10035,-4.590891361236572,[31]
I think that,0.0,formal_high_emotion,overwhelming,11734,-5.378784656524658,[31]
I think that,0.0,formal_high_emotion,catastrophic,24769,-7.234338760375977,[31]
I think that,0.0,formal_high_emotion,triumphant,15511,-4.357380390167236,[31]
I think that,0.0,casual_low_emotion,yeah,12191,-5.221157073974609,[31]
I think that,0.0,casual_low_emotion,okay,10989,-4.0880584716796875,[31]
I think that,0.0,casual_low_emotion,kinda,21775,-3.7860257625579834,[31]
I think that,0.0,casual_low_emotion,basically,8087,-4.467886924743652,[31]
I think that,0.0,casual_low_emotion,anyway,8668,-1.9655611515045166,[31]
I think that,0.0,casual_low_emotion,whatever,5193,-1.5778964757919312,[31]
I think that,0.0,casual_low_emotion,guess,5310,-7.473489284515381,[31]
I think that,0.0,casual_low_emotion,stuff,4269,-4.812361717224121,[31]
I think that,0.0,casual_high_emotion,OMG,21978,-4.024178504943848,[31]
I think that,0.0,casual_high_emotion,totally,7110,-5.0990400314331055,[31]
I think that,0.0,casual_high_emotion,literally,8642,-3.7344107627868652,[31]
I think that,0.0,casual_high_emotion,seriously,7580,-5.117526054382324,[31]
I think that,0.0,casual_high_emotion,honestly,14483,-2.792492628097534,[31]
I think that,0.0,casual_high_emotion,really,1196,-1.3370417356491089,[31]
I think that,0.0,casual_high_emotion,absolutely,6270,-4.669983863830566,[31]
I think that,0.0,casual_high_emotion,incredibly,9301,-5.104833602905273,[31]
I think that,1.0,formal_low_emotion,perhaps,4153,0.2058122158050537,[31]
I think that,1.0,formal_low_emotion,may,754,-2.8037004470825195,[31]
I think that,1.0,formal_low_emotion,however,2480,-3.915515661239624,[31]
I think that,1.0,formal_low_emotion,therefore,4320,-4.266677379608154,[31]
I think that,1.0,formal_low_emotion,consequently,23995,-5.0176591873168945,[31]
I think that,1.0,formal_low_emotion,moreover,541,-2.8419508934020996,[31]
I think that,1.0,formal_low_emotion,accordingly,17159,-7.259634017944336,[31]
I think that,1.0,formal_low_emotion,furthermore,2134,-3.0227437019348145,[31]
I think that,1.0,formal_high_emotion,profoundly,29160,-7.630092144012451,[31]
I think that,1.0,formal_high_emotion,devastated,27668,-8.46481704711914,[31]
I think that,1.0,formal_high_emotion,magnificent,16773,-6.454354286193848,[31]
I think that,1.0,formal_high_emotion,appalling,573,-4.783796787261963,[31]
I think that,1.0,formal_high_emotion,extraordinary,10035,-4.591492176055908,[31]
I think that,1.0,formal_high_emotion,overwhelming,11734,-5.379208087921143,[31]
I think that,1.0,formal_high_emotion,catastrophic,24769,-7.234724044799805,[31]
I think that,1.0,formal_high_emotion,triumphant,15511,-4.358185768127441,[31]
I think that,1.0,casual_low_emotion,yeah,12191,-5.221872329711914,[31]
I think that,1.0,casual_low_emotion,okay,10989,-4.08888053894043,[31]
I think that,1.0,casual_low_emotion,kinda,21775,-3.7865092754364014,[31]
I think that,1.0,casual_low_emotion,basically,8087,-4.468190670013428,[31]
I think that,1.0,casual_low_emotion,anyway,8668,-1.9663965702056885,[31]
I think that,1.0,casual_low_emotion,whatever,5193,-1.578244686126709,[31]
I think that,1.0,casual_low_emotion,guess,5310,-7.473904132843018,[31]
I think that,1.0,casual_low_emotion,stuff,4269,-4.813152313232422,[31]
I think that,1.0,casual_high_emotion,OMG,21978,-4.02517032623291,[31]
I think that,1.0,casual_high_emotion,totally,7110,-5.0995025634765625,[31]
I think that,1.0,casual_high_emotion,literally,8642,-3.7345478534698486,[31]
I think that,1.0,casual_high_emotion,seriously,7580,-5.117851734161377,[31]
I think that,1.0,casual_high_emotion,honestly,14483,-2.7931108474731445,[31]
I think that,1.0,casual_high_emotion,really,1196,-1.337662696838379,[31]
I think that,1.0,casual_high_emotion,absolutely,6270,-4.670577526092529,[31]
I think that,1.0,casual_high_emotion,incredibly,9301,-5.105256080627441,[31]
I think that,4.0,formal_low_emotion,perhaps,4153,0.20439612865447998,[31]
I think that,4.0,formal_low_emotion,may,754,-2.80562686920166,[31]
I think that,4.0,formal_low_emotion,however,2480,-3.9172325134277344,[31]
I think that,4.0,formal_low_emotion,therefore,4320,-4.268718719482422,[31]
I think that,4.0,formal_low_emotion,consequently,23995,-5.020097732543945,[31]
I think that,4.0,formal_low_emotion,moreover,541,-2.8433334827423096,[31]
I think that,4.0,formal_low_emotion,accordingly,17159,-7.261192321777344,[31]
I think that,4.0,formal_low_emotion,furthermore,2134,-3.022634506225586,[31]
I think that,4.0,formal_high_emotion,profoundly,29160,-7.631857872009277,[31]
I think that,4.0,formal_high_emotion,devastated,27668,-8.467083930969238,[31]
I think that,4.0,formal_high_emotion,magnificent,16773,-6.456703186035156,[31]
I think that,4.0,formal_high_emotion,appalling,573,-4.7851080894470215,[31]
I think that,4.0,formal_high_emotion,extraordinary,10035,-4.593485355377197,[31]
I think that,4.0,formal_high_emotion,overwhelming,11734,-5.380680084228516,[31]
I think that,4.0,formal_high_emotion,catastrophic,24769,-7.236087799072266,[31]
I think that,4.0,formal_high_emotion,triumphant,15511,-4.360653877258301,[31]
I think that,4.0,casual_low_emotion,yeah,12191,-5.223974227905273,[31]
I think that,4.0,casual_low_emotion,okay,10989,-4.091362953186035,[31]
I think that,4.0,casual_low_emotion,kinda,21775,-3.7880001068115234,[31]
I think that,4.0,casual_low_emotion,basically,8087,-4.469177722930908,[31]
I think that,4.0,casual_low_emotion,anyway,8668,-1.9689887762069702,[31]
I think that,4.0,casual_low_emotion,whatever,5193,-1.5794540643692017,[31]
I think that,4.0,casual_low_emotion,guess,5310,-7.474974632263184,[31]
I think that,4.0,casual_low_emotion,stuff,4269,-4.815512657165527,[31]
I think that,4.0,casual_high_emotion,OMG,21978,-4.0280914306640625,[31]
I think that,4.0,casual_high_emotion,totally,7110,-5.100951194763184,[31]
I think that,4.0,casual_high_emotion,literally,8642,-3.735015392303467,[31]
I think that,4.0,casual_high_emotion,seriously,7580,-5.11881685256958,[31]
I think that,4.0,casual_high_emotion,honestly,14483,-2.794990062713623,[31]
I think that,4.0,casual_high_emotion,really,1196,-1.3394649028778076,[31]
I think that,4.0,casual_high_emotion,absolutely,6270,-4.672364711761475,[31]
I think that,4.0,casual_high_emotion,incredibly,9301,-5.106752395629883,[31]
The situation is,-4.0,formal_low_emotion,perhaps,4153,0.4603310823440552,[31]
The situation is,-4.0,formal_low_emotion,may,754,0.1410493552684784,[31]
The situation is,-4.0,formal_low_emotion,however,2480,0.185368150472641,[31]
The situation is,-4.0,formal_low_emotion,therefore,4320,-1.030592441558838,[31]
The situation is,-4.0,formal_low_emotion,consequently,23995,-3.9952542781829834,[31]
The situation is,-4.0,formal_low_emotion,moreover,541,2.657106876373291,[31]
The situation is,-4.0,formal_low_emotion,accordingly,17159,-5.581035614013672,[31]
The situation is,-4.0,formal_low_emotion,furthermore,2134,4.212259292602539,[31]
The situation is,-4.0,formal_high_emotion,profoundly,29160,-4.747730255126953,[31]
The situation is,-4.0,formal_high_emotion,devastated,27668,-3.7233340740203857,[31]
The situation is,-4.0,formal_high_emotion,magnificent,16773,-6.090583801269531,[31]
The situation is,-4.0,formal_high_emotion,appalling,573,-0.3433927297592163,[31]
The situation is,-4.0,formal_high_emotion,extraordinary,10035,-0.2878838777542114,[31]
The situation is,-4.0,formal_high_emotion,overwhelming,11734,0.339318186044693,[31]
The situation is,-4.0,formal_high_emotion,catastrophic,24769,-1.110870599746704,[31]
The situation is,-4.0,formal_high_emotion,triumphant,15511,-6.298366546630859,[31]
The situation is,-4.0,casual_low_emotion,yeah,12191,-5.947988986968994,[31]
The situation is,-4.0,casual_low_emotion,okay,10989,-0.13848471641540527,[31]
The situation is,-4.0,casual_low_emotion,kinda,21775,-1.6264469623565674,[31]
The situation is,-4.0,casual_low_emotion,basically,8087,-1.2635974884033203,[31]
The situation is,-4.0,casual_low_emotion,anyway,8668,-2.0291123390197754,[31]
The situation is,-4.0,casual_low_emotion,whatever,5193,-7.153386116027832,[31]
The situation is,-4.0,casual_low_emotion,guess,5310,-2.4478795528411865,[31]
The situation is,-4.0,casual_low_emotion,stuff,4269,-6.039844512939453,[31]
The situation is,-4.0,casual_high_emotion,OMG,21978,-1.6228625774383545,[31]
The situation is,-4.0,casual_high_emotion,totally,7110,1.114624261856079,[31]
The situation is,-4.0,casual_high_emotion,literally,8642,0.3314812183380127,[31]
The situation is,-4.0,casual_high_emotion,seriously,7580,0.1499965786933899,[31]
The situation is,-4.0,casual_high_emotion,honestly,14483,-1.8211959600448608,[31]
The situation is,-4.0,casual_high_emotion,really,1196,3.927198886871338,[31]
The situation is,-4.0,casual_high_emotion,absolutely,6270,0.9098218679428101,[31]
The situation is,-4.0,casual_high_emotion,incredibly,9301,1.3705428838729858,[31]
The situation is,0.0,formal_low_emotion,perhaps,4153,0.459769070148468,[31]
The situation is,0.0,formal_low_emotion,may,754,0.1400192379951477,[31]
The situation is,0.0,formal_low_emotion,however,2480,0.18510189652442932,[31]
The situation is,0.0,formal_low_emotion,therefore,4320,-1.0305125713348389,[31]
The situation is,0.0,formal_low_emotion,consequently,23995,-3.9953932762145996,[31]
The situation is,0.0,formal_low_emotion,moreover,541,2.6564278602600098,[31]
The situation is,0.0,formal_low_emotion,accordingly,17159,-5.581841468811035,[31]
The situation is,0.0,formal_low_emotion,furthermore,2134,4.211488723754883,[31]
The situation is,0.0,formal_high_emotion,profoundly,29160,-4.748347282409668,[31]
The situation is,0.0,formal_high_emotion,devastated,27668,-3.7240302562713623,[31]
The situation is,0.0,formal_high_emotion,magnificent,16773,-6.091461181640625,[31]
The situation is,0.0,formal_high_emotion,appalling,573,-0.3451269268989563,[31]
The situation is,0.0,formal_high_emotion,extraordinary,10035,-0.2888362407684326,[31]
The situation is,0.0,formal_high_emotion,overwhelming,11734,0.3396517038345337,[31]
The situation is,0.0,formal_high_emotion,catastrophic,24769,-1.1110560894012451,[31]
The situation is,0.0,formal_high_emotion,triumphant,15511,-6.298547267913818,[31]
The situation is,0.0,casual_low_emotion,yeah,12191,-5.949405670166016,[31]
The situation is,0.0,casual_low_emotion,okay,10989,-0.13959860801696777,[31]
The situation is,0.0,casual_low_emotion,kinda,21775,-1.627427101135254,[31]
The situation is,0.0,casual_low_emotion,basically,8087,-1.264322280883789,[31]
The situation is,0.0,casual_low_emotion,anyway,8668,-2.029893398284912,[31]
The situation is,0.0,casual_low_emotion,whatever,5193,-7.154173851013184,[31]
The situation is,0.0,casual_low_emotion,guess,5310,-2.4485344886779785,[31]
The situation is,0.0,casual_low_emotion,stuff,4269,-6.040876388549805,[31]
The situation is,0.0,casual_high_emotion,OMG,21978,-1.6245207786560059,[31]
The situation is,0.0,casual_high_emotion,totally,7110,1.1137864589691162,[31]
The situation is,0.0,casual_high_emotion,literally,8642,0.3301633596420288,[31]
The situation is,0.0,casual_high_emotion,seriously,7580,0.14966925978660583,[31]
The situation is,0.0,casual_high_emotion,honestly,14483,-1.8227653503417969,[31]
The situation is,0.0,casual_high_emotion,really,1196,3.9269018173217773,[31]
The situation is,0.0,casual_high_emotion,absolutely,6270,0.9094484448432922,[31]
The situation is,0.0,casual_high_emotion,incredibly,9301,1.3703759908676147,[31]
The situation is,1.0,formal_low_emotion,perhaps,4153,0.45963501930236816,[31]
The situation is,1.0,formal_low_emotion,may,754,0.1397370994091034,[31]
The situation is,1.0,formal_low_emotion,however,2480,0.18501636385917664,[31]
The situation is,1.0,formal_low_emotion,therefore,4320,-1.0305018424987793,[31]
The situation is,1.0,formal_low_emotion,consequently,23995,-3.9954416751861572,[31]
The situation is,1.0,formal_low_emotion,moreover,541,2.6562626361846924,[31]
The situation is,1.0,formal_low_emotion,accordingly,17159,-5.582033157348633,[31]
The situation is,1.0,formal_low_emotion,furthermore,2134,4.211295127868652,[31]
The situation is,1.0,formal_high_emotion,profoundly,29160,-4.748511791229248,[31]
The situation is,1.0,formal_high_emotion,devastated,27668,-3.724219799041748,[31]
The situation is,1.0,formal_high_emotion,magnificent,16773,-6.091681957244873,[31]
The situation is,1.0,formal_high_emotion,appalling,573,-0.3455497622489929,[31]
The situation is,1.0,formal_high_emotion,extraordinary,10035,-0.2890723943710327,[31]
The situation is,1.0,formal_high_emotion,overwhelming,11734,0.3397325277328491,[31]
The situation is,1.0,formal_high_emotion,catastrophic,24769,-1.111100673675537,[31]
The situation is,1.0,formal_high_emotion,triumphant,15511,-6.298599720001221,[31]
The situation is,1.0,casual_low_emotion,yeah,12191,-5.949758529663086,[31]
The situation is,1.0,casual_low_emotion,okay,10989,-0.139857679605484,[31]
The situation is,1.0,casual_low_emotion,kinda,21775,-1.6276700496673584,[31]
The situation is,1.0,casual_low_emotion,basically,8087,-1.2645151615142822,[31]
The situation is,1.0,casual_low_emotion,anyway,8668,-2.0300707817077637,[31]
The situation is,1.0,casual_low_emotion,whatever,5193,-7.154359340667725,[31]
The situation is,1.0,casual_low_emotion,guess,5310,-2.4486775398254395,[31]
The situation is,1.0,casual_low_emotion,stuff,4269,-6.041114807128906,[31]
The situation is,1.0,casual_high_emotion,OMG,21978,-1.6249549388885498,[31]
The situation is,1.0,casual_high_emotion,totally,7110,1.113581657409668,[31]
The situation is,1.0,casual_high_emotion,literally,8642,0.32985711097717285,[31]
The situation is,1.0,casual_high_emotion,seriously,7580,0.1495804488658905,[31]
The situation is,1.0,casual_high_emotion,honestly,14483,-1.8231734037399292,[31]
The situation is,1.0,casual_high_emotion,really,1196,3.9268295764923096,[31]
The situation is,1.0,casual_high_emotion,absolutely,6270,0.9093612432479858,[31]
The situation is,1.0,casual_high_emotion,incredibly,9301,1.3703346252441406,[31]
The situation is,4.0,formal_low_emotion,perhaps,4153,0.4592396020889282,[31]
The situation is,4.0,formal_low_emotion,may,754,0.1388987898826599,[31]
The situation is,4.0,formal_low_emotion,however,2480,0.18466302752494812,[31]
The situation is,4.0,formal_low_emotion,therefore,4320,-1.0305367708206177,[31]
The situation is,4.0,formal_low_emotion,consequently,23995,-3.9956562519073486,[31]
The situation is,4.0,formal_low_emotion,moreover,541,2.6557912826538086,[31]
The situation is,4.0,formal_low_emotion,accordingly,17159,-5.582576751708984,[31]
The situation is,4.0,formal_low_emotion,furthermore,2134,4.2107038497924805,[31]
The situation is,4.0,formal_high_emotion,profoundly,29160,-4.749082088470459,[31]
The situation is,4.0,formal_high_emotion,devastated,27668,-3.7248716354370117,[31]
The situation is,4.0,formal_high_emotion,magnificent,16773,-6.092348098754883,[31]
The situation is,4.0,formal_high_emotion,appalling,573,-0.3468032479286194,[31]
The situation is,4.0,formal_high_emotion,extraordinary,10035,-0.2897498607635498,[31]
The situation is,4.0,formal_high_emotion,overwhelming,11734,0.33997097611427307,[31]
The situation is,4.0,formal_high_emotion,catastrophic,24769,-1.1112480163574219,[31]
The situation is,4.0,formal_high_emotion,triumphant,15511,-6.298882484436035,[31]
The situation is,4.0,casual_low_emotion,yeah,12191,-5.95073938369751,[31]
The situation is,4.0,casual_low_emotion,okay,10989,-0.14059650897979736,[31]
The situation is,4.0,casual_low_emotion,kinda,21775,-1.6283856630325317,[31]
The situation is,4.0,casual_low_emotion,basically,8087,-1.2650883197784424,[31]
The situation is,4.0,casual_low_emotion,anyway,8668,-2.0306172370910645,[31]
The situation is,4.0,casual_low_emotion,whatever,5193,-7.154833793640137,[31]
The situation is,4.0,casual_low_emotion,guess,5310,-2.4491138458251953,[31]
The situation is,4.0,casual_low_emotion,stuff,4269,-6.0418009757995605,[31]
The situation is,4.0,casual_high_emotion,OMG,21978,-1.6263301372528076,[31]
The situation is,4.0,casual_high_emotion,totally,7110,1.1129381656646729,[31]
The situation is,4.0,casual_high_emotion,literally,8642,0.32902443408966064,[31]
The situation is,4.0,casual_high_emotion,seriously,7580,0.14923793077468872,[31]
The situation is,4.0,casual_high_emotion,honestly,14483,-1.8244677782058716,[31]
The situation is,4.0,casual_high_emotion,really,1196,3.926584243774414,[31]
The situation is,4.0,casual_high_emotion,absolutely,6270,0.9091051816940308,[31]
The situation is,4.0,casual_high_emotion,incredibly,9301,1.3701274394989014,[31]
My opinion on this is,-4.0,formal_low_emotion,perhaps,4153,-0.6517692804336548,[31]
My opinion on this is,-4.0,formal_low_emotion,may,754,-1.064495325088501,[31]
My opinion on this is,-4.0,formal_low_emotion,however,2480,0.27974581718444824,[31]
My opinion on this is,-4.0,formal_low_emotion,therefore,4320,-1.4927442073822021,[31]
My opinion on this is,-4.0,formal_low_emotion,consequently,23995,-5.659446716308594,[31]
My opinion on this is,-4.0,formal_low_emotion,moreover,541,2.1861283779144287,[31]
My opinion on this is,-4.0,formal_low_emotion,accordingly,17159,-5.063601016998291,[31]
My opinion on this is,-4.0,formal_low_emotion,furthermore,2134,1.6194912195205688,[31]
My opinion on this is,-4.0,formal_high_emotion,profoundly,29160,-3.581303119659424,[31]
My opinion on this is,-4.0,formal_high_emotion,devastated,27668,-6.051400184631348,[31]
My opinion on this is,-4.0,formal_high_emotion,magnificent,16773,-7.634553909301758,[31]
My opinion on this is,-4.0,formal_high_emotion,appalling,573,-2.156881093978882,[31]
My opinion on this is,-4.0,formal_high_emotion,extraordinary,10035,-6.5391011238098145,[31]
My opinion on this is,-4.0,formal_high_emotion,overwhelming,11734,-2.5234408378601074,[31]
My opinion on this is,-4.0,formal_high_emotion,catastrophic,24769,-8.4164457321167,[31]
My opinion on this is,-4.0,formal_high_emotion,triumphant,15511,-7.073497772216797,[31]
My opinion on this is,-4.0,casual_low_emotion,yeah,12191,-1.9894448518753052,[31]
My opinion on this is,-4.0,casual_low_emotion,okay,10989,2.4695115089416504,[31]
My opinion on this is,-4.0,casual_low_emotion,kinda,21775,2.372124433517456,[31]
My opinion on this is,-4.0,casual_low_emotion,basically,8087,3.004737138748169,[31]
My opinion on this is,-4.0,casual_low_emotion,anyway,8668,-0.7705593109130859,[31]
My opinion on this is,-4.0,casual_low_emotion,whatever,5193,-0.5840474367141724,[31]
My opinion on this is,-4.0,casual_low_emotion,guess,5310,-0.9389830827713013,[31]
My opinion on this is,-4.0,casual_low_emotion,stuff,4269,-4.388666152954102,[31]
My opinion on this is,-4.0,casual_high_emotion,OMG,21978,-4.683372497558594,[31]
My opinion on this is,-4.0,casual_high_emotion,totally,7110,3.8465840816497803,[31]
My opinion on this is,-4.0,casual_high_emotion,literally,8642,-1.3271030187606812,[31]
My opinion on this is,-4.0,casual_high_emotion,seriously,7580,-0.6687933206558228,[31]
My opinion on this is,-4.0,casual_high_emotion,honestly,14483,1.4658178091049194,[31]
My opinion on this is,-4.0,casual_high_emotion,really,1196,3.1159584522247314,[31]
My opinion on this is,-4.0,casual_high_emotion,absolutely,6270,-0.4768332242965698,[31]
My opinion on this is,-4.0,casual_high_emotion,incredibly,9301,-2.0405025482177734,[31]
My opinion on this is,0.0,formal_low_emotion,perhaps,4153,-0.6527979969978333,[31]
My opinion on this is,0.0,formal_low_emotion,may,754,-1.066109538078308,[31]
My opinion on this is,0.0,formal_low_emotion,however,2480,0.27912041544914246,[31]
My opinion on this is,0.0,formal_low_emotion,therefore,4320,-1.4930574893951416,[31]
My opinion on this is,0.0,formal_low_emotion,consequently,23995,-5.660994052886963,[31]
My opinion on this is,0.0,formal_low_emotion,moreover,541,2.185727119445801,[31]
My opinion on this is,0.0,formal_low_emotion,accordingly,17159,-5.065578937530518,[31]
My opinion on this is,0.0,formal_low_emotion,furthermore,2134,1.6191164255142212,[31]
My opinion on this is,0.0,formal_high_emotion,profoundly,29160,-3.5837416648864746,[31]
My opinion on this is,0.0,formal_high_emotion,devastated,27668,-6.0528435707092285,[31]
My opinion on this is,0.0,formal_high_emotion,magnificent,16773,-7.636441230773926,[31]
My opinion on this is,0.0,formal_high_emotion,appalling,573,-2.158034324645996,[31]
My opinion on this is,0.0,formal_high_emotion,extraordinary,10035,-6.540022850036621,[31]
My opinion on this is,0.0,formal_high_emotion,overwhelming,11734,-2.524167060852051,[31]
My opinion on this is,0.0,formal_high_emotion,catastrophic,24769,-8.416932106018066,[31]
My opinion on this is,0.0,formal_high_emotion,triumphant,15511,-7.073650360107422,[31]
My opinion on this is,0.0,casual_low_emotion,yeah,12191,-1.9912651777267456,[31]
My opinion on this is,0.0,casual_low_emotion,okay,10989,2.4679245948791504,[31]
My opinion on this is,0.0,casual_low_emotion,kinda,21775,2.3705766201019287,[31]
My opinion on this is,0.0,casual_low_emotion,basically,8087,3.003385543823242,[31]
My opinion on this is,0.0,casual_low_emotion,anyway,8668,-0.7719849348068237,[31]
My opinion on this is,0.0,casual_low_emotion,whatever,5193,-0.5854933261871338,[31]
My opinion on this is,0.0,casual_low_emotion,guess,5310,-0.9404014348983765,[31]
My opinion on this is,0.0,casual_low_emotion,stuff,4269,-4.3900041580200195,[31]
My opinion on this is,0.0,casual_high_emotion,OMG,21978,-4.6847124099731445,[31]
My opinion on this is,0.0,casual_high_emotion,totally,7110,3.8454718589782715,[31]
My opinion on this is,0.0,casual_high_emotion,literally,8642,-1.3281145095825195,[31]
My opinion on this is,0.0,casual_high_emotion,seriously,7580,-0.6700565814971924,[31]
My opinion on this is,0.0,casual_high_emotion,honestly,14483,1.4645893573760986,[31]
My opinion on this is,0.0,casual_high_emotion,really,1196,3.1148242950439453,[31]
My opinion on this is,0.0,casual_high_emotion,absolutely,6270,-0.47838884592056274,[31]
My opinion on this is,0.0,casual_high_emotion,incredibly,9301,-2.0416207313537598,[31]
My opinion on this is,1.0,formal_low_emotion,perhaps,4153,-0.6530513763427734,[31]
My opinion on this is,1.0,formal_low_emotion,may,754,-1.0665335655212402,[31]
My opinion on this is,1.0,formal_low_emotion,however,2480,0.27894127368927,[31]
My opinion on this is,1.0,formal_low_emotion,therefore,4320,-1.493159532546997,[31]
My opinion on this is,1.0,formal_low_emotion,consequently,23995,-5.66140079498291,[31]
My opinion on this is,1.0,formal_low_emotion,moreover,541,2.185621976852417,[31]
My opinion on this is,1.0,formal_low_emotion,accordingly,17159,-5.066076278686523,[31]
My opinion on this is,1.0,formal_low_emotion,furthermore,2134,1.6190004348754883,[31]
My opinion on this is,1.0,formal_high_emotion,profoundly,29160,-3.5843353271484375,[31]
My opinion on this is,1.0,formal_high_emotion,devastated,27668,-6.053213596343994,[31]
My opinion on this is,1.0,formal_high_emotion,magnificent,16773,-7.636904239654541,[31]
My opinion on this is,1.0,formal_high_emotion,appalling,573,-2.1583240032196045,[31]
