prompt,word_category,word,token_id,baseline_logit,mean_difference,std_difference,min_difference,max_difference,range_difference,max_abs_difference,mean_abs_difference,clamping_effect,num_clamp_conditions,target_features
I think that,casual_high_emotion,OMG,21978,-4.02517032623291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_high_emotion,absolutely,6270,-4.670577526092529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_high_emotion,honestly,14483,-2.7931108474731445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_high_emotion,incredibly,9301,-5.105256080627441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_high_emotion,literally,8642,-3.7345478534698486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_high_emotion,really,1196,-1.337662696838379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_high_emotion,seriously,7580,-5.117851734161377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_high_emotion,totally,7110,-5.0995025634765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_low_emotion,anyway,8668,-1.9663965702056885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_low_emotion,basically,8087,-4.468190670013428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_low_emotion,guess,5310,-7.473904132843018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_low_emotion,kinda,21775,-3.7865092754364014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_low_emotion,okay,10989,-4.08888053894043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_low_emotion,stuff,4269,-4.813152313232422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_low_emotion,whatever,5193,-1.578244686126709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,casual_low_emotion,yeah,12191,-5.221872329711914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_high_emotion,appalling,573,-4.783796787261963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_high_emotion,catastrophic,24769,-7.234724044799805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_high_emotion,devastated,27668,-8.46481704711914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_high_emotion,extraordinary,10035,-4.591492176055908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_high_emotion,magnificent,16773,-6.454354286193848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_high_emotion,overwhelming,11734,-5.379208087921143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_high_emotion,profoundly,29160,-7.630092144012451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_high_emotion,triumphant,15511,-4.358185768127441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_low_emotion,accordingly,17159,-7.259634017944336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_low_emotion,consequently,23995,-5.0176591873168945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_low_emotion,furthermore,2134,-3.0227437019348145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_low_emotion,however,2480,-3.915515661239624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_low_emotion,may,754,-2.8037004470825195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_low_emotion,moreover,541,-2.8419508934020996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_low_emotion,perhaps,4153,0.2058122158050537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
I think that,formal_low_emotion,therefore,4320,-4.266677379608154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_high_emotion,OMG,21978,-5.621413230895996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_high_emotion,absolutely,6270,-6.861181259155273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_high_emotion,honestly,14483,-4.219243049621582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_high_emotion,incredibly,9301,-6.716452598571777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_high_emotion,literally,8642,-6.132267951965332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_high_emotion,really,1196,-4.76451301574707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_high_emotion,seriously,7580,-7.758991241455078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_high_emotion,totally,7110,-7.296827793121338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_low_emotion,anyway,8668,-3.6882853507995605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_low_emotion,basically,8087,-7.1929497718811035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_low_emotion,guess,5310,-10.813848495483398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_low_emotion,kinda,21775,-6.989842414855957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_low_emotion,okay,10989,-6.564785957336426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_low_emotion,stuff,4269,-6.969966888427734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_low_emotion,whatever,5193,-1.9221572875976562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,casual_low_emotion,yeah,12191,-6.120282173156738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_high_emotion,appalling,573,-4.520817756652832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_high_emotion,catastrophic,24769,-7.815947532653809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_high_emotion,devastated,27668,-11.011892318725586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_high_emotion,extraordinary,10035,-6.20956563949585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_high_emotion,magnificent,16773,-9.347652435302734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_high_emotion,overwhelming,11734,-7.026409149169922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_high_emotion,profoundly,29160,-8.294178009033203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_high_emotion,triumphant,15511,-7.291601181030273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_low_emotion,accordingly,17159,-9.591421127319336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_low_emotion,consequently,23995,-7.577548027038574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_low_emotion,furthermore,2134,-5.53042459487915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_low_emotion,however,2480,-4.490779876708984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_low_emotion,may,754,-4.966970920562744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_low_emotion,moreover,541,-2.210540771484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_low_emotion,perhaps,4153,-2.021848440170288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
It seems to me that,formal_low_emotion,therefore,4320,-6.451186656951904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_high_emotion,OMG,21978,-4.685068130493164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_high_emotion,absolutely,6270,-0.4787575602531433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_high_emotion,honestly,14483,1.4642746448516846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_high_emotion,incredibly,9301,-2.0418953895568848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_high_emotion,literally,8642,-1.328357219696045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_high_emotion,really,1196,3.1145431995391846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_high_emotion,seriously,7580,-0.6703555583953857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_high_emotion,totally,7110,3.8451995849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_low_emotion,anyway,8668,-0.7723385691642761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_low_emotion,basically,8087,3.003045082092285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_low_emotion,guess,5310,-0.9407533407211304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_low_emotion,kinda,21775,2.370185136795044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_low_emotion,okay,10989,2.4675450325012207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_low_emotion,stuff,4269,-4.390328407287598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_low_emotion,whatever,5193,-0.5858461856842041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,casual_low_emotion,yeah,12191,-1.9917230606079102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_high_emotion,appalling,573,-2.1583240032196045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_high_emotion,catastrophic,24769,-8.417057991027832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_high_emotion,devastated,27668,-6.053213596343994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_high_emotion,extraordinary,10035,-6.540251731872559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_high_emotion,magnificent,16773,-7.636904239654541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_high_emotion,overwhelming,11734,-2.524343252182007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_high_emotion,profoundly,29160,-3.5843353271484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_high_emotion,triumphant,15511,-7.073696136474609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_low_emotion,accordingly,17159,-5.066076278686523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_low_emotion,consequently,23995,-5.66140079498291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_low_emotion,furthermore,2134,1.6190004348754883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_low_emotion,however,2480,0.27894127368927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_low_emotion,may,754,-1.0665335655212402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_low_emotion,moreover,541,2.185621976852417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_low_emotion,perhaps,4153,-0.6530513763427734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
My opinion on this is,formal_low_emotion,therefore,4320,-1.493159532546997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_high_emotion,OMG,21978,-6.210175037384033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_high_emotion,absolutely,6270,-4.405916213989258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_high_emotion,honestly,14483,-3.365665912628174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_high_emotion,incredibly,9301,-8.792519569396973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_high_emotion,literally,8642,-2.0676002502441406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_high_emotion,really,1196,-2.4605941772460938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_high_emotion,seriously,7580,-7.173571586608887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_high_emotion,totally,7110,-3.8732125759124756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_low_emotion,anyway,8668,-3.9833431243896484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_low_emotion,basically,8087,-1.9835700988769531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_low_emotion,guess,5310,-8.073022842407227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_low_emotion,kinda,21775,-4.753157615661621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_low_emotion,okay,10989,-6.896812438964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_low_emotion,stuff,4269,-6.817241668701172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_low_emotion,whatever,5193,-3.5527169704437256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,casual_low_emotion,yeah,12191,-6.400968074798584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_high_emotion,appalling,573,-4.261016368865967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_high_emotion,catastrophic,24769,-9.788272857666016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_high_emotion,devastated,27668,-11.786552429199219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_high_emotion,extraordinary,10035,-8.896245956420898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_high_emotion,magnificent,16773,-10.788664817810059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_high_emotion,overwhelming,11734,-5.396991729736328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_high_emotion,profoundly,29160,-12.648835182189941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_high_emotion,triumphant,15511,-9.740233421325684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_low_emotion,accordingly,17159,-7.918730735778809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_low_emotion,consequently,23995,-8.180360794067383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_low_emotion,furthermore,2134,-3.8751513957977295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_low_emotion,however,2480,-4.395817756652832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_low_emotion,may,754,-5.634313583374023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_low_emotion,moreover,541,-3.1680521965026855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_low_emotion,perhaps,4153,-2.6340599060058594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The best approach would be,formal_low_emotion,therefore,4320,-4.262266635894775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_high_emotion,OMG,21978,-1.6249549388885498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_high_emotion,absolutely,6270,0.9093612432479858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_high_emotion,honestly,14483,-1.8231734037399292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_high_emotion,incredibly,9301,1.3703346252441406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_high_emotion,literally,8642,0.32985711097717285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_high_emotion,really,1196,3.9268295764923096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_high_emotion,seriously,7580,0.1495804488658905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_high_emotion,totally,7110,1.113581657409668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_low_emotion,anyway,8668,-2.0300707817077637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_low_emotion,basically,8087,-1.2645151615142822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_low_emotion,guess,5310,-2.4486775398254395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_low_emotion,kinda,21775,-1.6276700496673584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_low_emotion,okay,10989,-0.139857679605484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_low_emotion,stuff,4269,-6.041114807128906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_low_emotion,whatever,5193,-7.154359340667725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,casual_low_emotion,yeah,12191,-5.949758529663086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_high_emotion,appalling,573,-0.3455497622489929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_high_emotion,catastrophic,24769,-1.111100673675537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_high_emotion,devastated,27668,-3.724219799041748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_high_emotion,extraordinary,10035,-0.2890723943710327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_high_emotion,magnificent,16773,-6.091681957244873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_high_emotion,overwhelming,11734,0.3397325277328491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_high_emotion,profoundly,29160,-4.748511791229248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_high_emotion,triumphant,15511,-6.298599720001221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_low_emotion,accordingly,17159,-5.582033157348633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_low_emotion,consequently,23995,-3.9954416751861572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_low_emotion,furthermore,2134,4.211295127868652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_low_emotion,however,2480,0.18501636385917664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_low_emotion,may,754,0.1397370994091034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_low_emotion,moreover,541,2.6562626361846924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_low_emotion,perhaps,4153,0.45963501930236816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
The situation is,formal_low_emotion,therefore,4320,-1.0305018424987793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,
