prompt,clamp_value,word_category,word,token_id,logit_value,baseline_logit,logit_difference,baseline_type,formality,emotion
The situation is,0.0,formal_low_emotion,moreover,541,2.6562793254852295,2.6562626361846924,1.6689300537109375e-05,pipeline,formal,low
The situation is,0.0,formal_low_emotion,accordingly,17159,-5.582050323486328,-5.582033157348633,-1.71661376953125e-05,pipeline,formal,low
The situation is,0.0,formal_low_emotion,furthermore,2134,4.211299896240234,4.211295127868652,4.76837158203125e-06,pipeline,formal,low
The situation is,0.0,formal_high_emotion,profoundly,29160,-4.7485222816467285,-4.748511791229248,-1.049041748046875e-05,pipeline,formal,high
The situation is,0.0,formal_high_emotion,devastated,27668,-3.724191665649414,-3.724219799041748,2.8133392333984375e-05,pipeline,formal,high
The situation is,0.0,formal_high_emotion,magnificent,16773,-6.091675281524658,-6.091681957244873,6.67572021484375e-06,pipeline,formal,high
The situation is,0.0,formal_high_emotion,appalling,573,-0.3454951047897339,-0.3455497622489929,5.46574592590332e-05,pipeline,formal,high
The situation is,0.0,formal_high_emotion,extraordinary,10035,-0.28901898860931396,-0.2890723943710327,5.340576171875e-05,pipeline,formal,high
The situation is,0.0,formal_high_emotion,overwhelming,11734,0.3397819995880127,0.3397325277328491,4.947185516357422e-05,pipeline,formal,high
The situation is,0.0,formal_high_emotion,catastrophic,24769,-1.1110541820526123,-1.111100673675537,4.649162292480469e-05,pipeline,formal,high
The situation is,0.0,formal_high_emotion,triumphant,15511,-6.298609733581543,-6.298599720001221,-1.0013580322265625e-05,pipeline,formal,high
The situation is,0.0,casual_low_emotion,yeah,12191,-5.949731349945068,-5.949758529663086,2.7179718017578125e-05,pipeline,casual,low
The situation is,0.0,casual_low_emotion,okay,10989,-0.13986614346504211,-0.139857679605484,-8.463859558105469e-06,pipeline,casual,low
The situation is,0.0,casual_low_emotion,kinda,21775,-1.6276679039001465,-1.6276700496673584,2.1457672119140625e-06,pipeline,casual,low
The situation is,0.0,casual_low_emotion,basically,8087,-1.2645089626312256,-1.2645151615142822,6.198883056640625e-06,pipeline,casual,low
The situation is,0.0,casual_low_emotion,anyway,8668,-2.030076265335083,-2.0300707817077637,-5.4836273193359375e-06,pipeline,casual,low
The situation is,0.0,casual_low_emotion,whatever,5193,-7.154354095458984,-7.154359340667725,5.245208740234375e-06,pipeline,casual,low
The situation is,0.0,casual_low_emotion,guess,5310,-2.448655843734741,-2.4486775398254395,2.1696090698242188e-05,pipeline,casual,low
The situation is,0.0,casual_low_emotion,stuff,4269,-6.0411200523376465,-6.041114807128906,-5.245208740234375e-06,pipeline,casual,low
The situation is,0.0,casual_high_emotion,OMG,21978,-1.6249232292175293,-1.6249549388885498,3.170967102050781e-05,pipeline,casual,high
The situation is,0.0,casual_high_emotion,totally,7110,1.113600492477417,1.113581657409668,1.8835067749023438e-05,pipeline,casual,high
The situation is,0.0,casual_high_emotion,literally,8642,0.3298724889755249,0.32985711097717285,1.537799835205078e-05,pipeline,casual,high
The situation is,0.0,casual_high_emotion,seriously,7580,0.14957553148269653,0.1495804488658905,-4.9173831939697266e-06,pipeline,casual,high
The situation is,0.0,casual_high_emotion,honestly,14483,-1.8231804370880127,-1.8231734037399292,-7.033348083496094e-06,pipeline,casual,high
The situation is,0.0,casual_high_emotion,really,1196,3.926849842071533,3.9268295764923096,2.0265579223632812e-05,pipeline,casual,high
The situation is,0.0,casual_high_emotion,absolutely,6270,0.9093916416168213,0.9093612432479858,3.039836883544922e-05,pipeline,casual,high
The situation is,0.0,casual_high_emotion,incredibly,9301,1.370398998260498,1.3703346252441406,6.437301635742188e-05,pipeline,casual,high
The situation is,1.0,formal_low_emotion,perhaps,4153,0.45963501930236816,0.45963501930236816,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,may,754,0.1397370994091034,0.1397370994091034,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,however,2480,0.18501636385917664,0.18501636385917664,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,therefore,4320,-1.0305018424987793,-1.0305018424987793,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,consequently,23995,-3.9954416751861572,-3.9954416751861572,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,moreover,541,2.6562626361846924,2.6562626361846924,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,accordingly,17159,-5.582033157348633,-5.582033157348633,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,furthermore,2134,4.211295127868652,4.211295127868652,0.0,pipeline,formal,low
The situation is,1.0,formal_high_emotion,profoundly,29160,-4.748511791229248,-4.748511791229248,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,devastated,27668,-3.724219799041748,-3.724219799041748,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,magnificent,16773,-6.091681957244873,-6.091681957244873,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,appalling,573,-0.3455497622489929,-0.3455497622489929,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,extraordinary,10035,-0.2890723943710327,-0.2890723943710327,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,overwhelming,11734,0.3397325277328491,0.3397325277328491,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,catastrophic,24769,-1.111100673675537,-1.111100673675537,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,triumphant,15511,-6.298599720001221,-6.298599720001221,0.0,pipeline,formal,high
The situation is,1.0,casual_low_emotion,yeah,12191,-5.949758529663086,-5.949758529663086,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,okay,10989,-0.139857679605484,-0.139857679605484,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,kinda,21775,-1.6276700496673584,-1.6276700496673584,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,basically,8087,-1.2645151615142822,-1.2645151615142822,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,anyway,8668,-2.0300707817077637,-2.0300707817077637,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,whatever,5193,-7.154359340667725,-7.154359340667725,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,guess,5310,-2.4486775398254395,-2.4486775398254395,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,stuff,4269,-6.041114807128906,-6.041114807128906,0.0,pipeline,casual,low
The situation is,1.0,casual_high_emotion,OMG,21978,-1.6249549388885498,-1.6249549388885498,0.0,pipeline,casual,high
The situation is,1.0,casual_high_emotion,totally,7110,1.113581657409668,1.113581657409668,0.0,pipeline,casual,high
The situation is,1.0,casual_high_emotion,literally,8642,0.32985711097717285,0.32985711097717285,0.0,pipeline,casual,high
The situation is,1.0,casual_high_emotion,seriously,7580,0.1495804488658905,0.1495804488658905,0.0,pipeline,casual,high
The situation is,1.0,casual_high_emotion,honestly,14483,-1.8231734037399292,-1.8231734037399292,0.0,pipeline,casual,high
The situation is,1.0,casual_high_emotion,really,1196,3.9268295764923096,3.9268295764923096,0.0,pipeline,casual,high
The situation is,1.0,casual_high_emotion,absolutely,6270,0.9093612432479858,0.9093612432479858,0.0,pipeline,casual,high
The situation is,1.0,casual_high_emotion,incredibly,9301,1.3703346252441406,1.3703346252441406,0.0,pipeline,casual,high
The situation is,4.0,formal_low_emotion,perhaps,4153,0.4595634937286377,0.45963501930236816,-7.152557373046875e-05,pipeline,formal,low
The situation is,4.0,formal_low_emotion,may,754,0.1397005021572113,0.1397370994091034,-3.6597251892089844e-05,pipeline,formal,low
The situation is,4.0,formal_low_emotion,however,2480,0.18503069877624512,0.18501636385917664,1.4334917068481445e-05,pipeline,formal,low
The situation is,4.0,formal_low_emotion,therefore,4320,-1.0305359363555908,-1.0305018424987793,-3.409385681152344e-05,pipeline,formal,low
The situation is,4.0,formal_low_emotion,consequently,23995,-3.995530843734741,-3.9954416751861572,-8.916854858398438e-05,pipeline,formal,low
The situation is,4.0,formal_low_emotion,moreover,541,2.6562018394470215,2.6562626361846924,-6.079673767089844e-05,pipeline,formal,low
The situation is,4.0,formal_low_emotion,accordingly,17159,-5.581976413726807,-5.582033157348633,5.6743621826171875e-05,pipeline,formal,low
The situation is,4.0,formal_low_emotion,furthermore,2134,4.211269855499268,4.211295127868652,-2.5272369384765625e-05,pipeline,formal,low
The situation is,4.0,formal_high_emotion,profoundly,29160,-4.748486042022705,-4.748511791229248,2.574920654296875e-05,pipeline,formal,high
The situation is,4.0,formal_high_emotion,devastated,27668,-3.724292516708374,-3.724219799041748,-7.271766662597656e-05,pipeline,formal,high
The situation is,4.0,formal_high_emotion,magnificent,16773,-6.091688632965088,-6.091681957244873,-6.67572021484375e-06,pipeline,formal,high
The situation is,4.0,formal_high_emotion,appalling,573,-0.34571123123168945,-0.3455497622489929,-0.0001614689826965332,pipeline,formal,high
The situation is,4.0,formal_high_emotion,extraordinary,10035,-0.2892252802848816,-0.2890723943710327,-0.00015288591384887695,pipeline,formal,high
The situation is,4.0,formal_high_emotion,overwhelming,11734,0.3395860493183136,0.3397325277328491,-0.00014647841453552246,pipeline,formal,high
The situation is,4.0,formal_high_emotion,catastrophic,24769,-1.1112608909606934,-1.111100673675537,-0.00016021728515625,pipeline,formal,high
The situation is,4.0,formal_high_emotion,triumphant,15511,-6.298569202423096,-6.298599720001221,3.0517578125e-05,pipeline,formal,high
The situation is,4.0,casual_low_emotion,yeah,12191,-5.949835777282715,-5.949758529663086,-7.724761962890625e-05,pipeline,casual,low
The situation is,4.0,casual_low_emotion,okay,10989,-0.13983193039894104,-0.139857679605484,2.574920654296875e-05,pipeline,casual,low
The situation is,4.0,casual_low_emotion,kinda,21775,-1.6276562213897705,-1.6276700496673584,1.3828277587890625e-05,pipeline,casual,low
The situation is,4.0,casual_low_emotion,basically,8087,-1.2645289897918701,-1.2645151615142822,-1.3828277587890625e-05,pipeline,casual,low
The situation is,4.0,casual_low_emotion,anyway,8668,-2.0300393104553223,-2.0300707817077637,3.147125244140625e-05,pipeline,casual,low
The situation is,4.0,casual_low_emotion,whatever,5193,-7.1543731689453125,-7.154359340667725,-1.3828277587890625e-05,pipeline,casual,low
The situation is,4.0,casual_low_emotion,guess,5310,-2.4487593173980713,-2.4486775398254395,-8.177757263183594e-05,pipeline,casual,low
The situation is,4.0,casual_low_emotion,stuff,4269,-6.041110038757324,-6.041114807128906,4.76837158203125e-06,pipeline,casual,low
The situation is,4.0,casual_high_emotion,OMG,21978,-1.6250522136688232,-1.6249549388885498,-9.72747802734375e-05,pipeline,casual,high
The situation is,4.0,casual_high_emotion,totally,7110,1.113513469696045,1.113581657409668,-6.818771362304688e-05,pipeline,casual,high
The situation is,4.0,casual_high_emotion,literally,8642,0.3297908306121826,0.32985711097717285,-6.628036499023438e-05,pipeline,casual,high
The situation is,4.0,casual_high_emotion,seriously,7580,0.14959973096847534,0.1495804488658905,1.9282102584838867e-05,pipeline,casual,high
The situation is,4.0,casual_high_emotion,honestly,14483,-1.8231405019760132,-1.8231734037399292,3.2901763916015625e-05,pipeline,casual,high
The situation is,4.0,casual_high_emotion,really,1196,3.926764726638794,3.9268295764923096,-6.4849853515625e-05,pipeline,casual,high
The situation is,4.0,casual_high_emotion,absolutely,6270,0.9092466831207275,0.9093612432479858,-0.00011456012725830078,pipeline,casual,high
The situation is,4.0,casual_high_emotion,incredibly,9301,1.3701422214508057,1.3703346252441406,-0.00019240379333496094,pipeline,casual,high
My opinion on this is,-4.0,formal_low_emotion,perhaps,4153,-0.6531180739402771,-0.6530513763427734,-6.669759750366211e-05,pipeline,formal,low
My opinion on this is,-4.0,formal_low_emotion,may,754,-1.0665777921676636,-1.0665335655212402,-4.4226646423339844e-05,pipeline,formal,low
My opinion on this is,-4.0,formal_low_emotion,however,2480,0.2788137197494507,0.27894127368927,-0.00012755393981933594,pipeline,formal,low
My opinion on this is,-4.0,formal_low_emotion,therefore,4320,-1.4930559396743774,-1.493159532546997,0.0001035928726196289,pipeline,formal,low
My opinion on this is,-4.0,formal_low_emotion,consequently,23995,-5.661154747009277,-5.66140079498291,0.0002460479736328125,pipeline,formal,low
My opinion on this is,-4.0,formal_low_emotion,moreover,541,2.1856088638305664,2.185621976852417,-1.3113021850585938e-05,pipeline,formal,low
My opinion on this is,-4.0,formal_low_emotion,accordingly,17159,-5.066027641296387,-5.066076278686523,4.863739013671875e-05,pipeline,formal,low
My opinion on this is,-4.0,formal_low_emotion,furthermore,2134,1.6188850402832031,1.6190004348754883,-0.00011539459228515625,pipeline,formal,low
My opinion on this is,-4.0,formal_high_emotion,profoundly,29160,-3.5846335887908936,-3.5843353271484375,-0.0002982616424560547,pipeline,formal,high
My opinion on this is,-4.0,formal_high_emotion,devastated,27668,-6.053500175476074,-6.053213596343994,-0.0002865791320800781,pipeline,formal,high
My opinion on this is,-4.0,formal_high_emotion,magnificent,16773,-7.637163162231445,-7.636904239654541,-0.0002589225769042969,pipeline,formal,high
My opinion on this is,-4.0,formal_high_emotion,appalling,573,-2.1582603454589844,-2.1583240032196045,6.365776062011719e-05,pipeline,formal,high
My opinion on this is,-4.0,formal_high_emotion,extraordinary,10035,-6.54047155380249,-6.540251731872559,-0.00021982192993164062,pipeline,formal,high
My opinion on this is,-4.0,formal_high_emotion,overwhelming,11734,-2.5242903232574463,-2.524343252182007,5.2928924560546875e-05,pipeline,formal,high
My opinion on this is,-4.0,formal_high_emotion,catastrophic,24769,-8.417144775390625,-8.417057991027832,-8.678436279296875e-05,pipeline,formal,high
My opinion on this is,-4.0,formal_high_emotion,triumphant,15511,-7.07364559173584,-7.073696136474609,5.054473876953125e-05,pipeline,formal,high
My opinion on this is,-4.0,casual_low_emotion,yeah,12191,-1.991782546043396,-1.9917230606079102,-5.9485435485839844e-05,pipeline,casual,low
My opinion on this is,-4.0,casual_low_emotion,okay,10989,2.4672491550445557,2.4675450325012207,-0.00029587745666503906,pipeline,casual,low
My opinion on this is,-4.0,casual_low_emotion,kinda,21775,2.3702468872070312,2.370185136795044,6.175041198730469e-05,pipeline,casual,low
My opinion on this is,-4.0,casual_low_emotion,basically,8087,3.0031261444091797,3.003045082092285,8.106231689453125e-05,pipeline,casual,low
My opinion on this is,-4.0,casual_low_emotion,anyway,8668,-0.7725465297698975,-0.7723385691642761,-0.0002079606056213379,pipeline,casual,low
My opinion on this is,-4.0,casual_low_emotion,whatever,5193,-0.585893988609314,-0.5858461856842041,-4.780292510986328e-05,pipeline,casual,low
My opinion on this is,-4.0,casual_low_emotion,guess,5310,-0.9407544732093811,-0.9407533407211304,-1.1324882507324219e-06,pipeline,casual,low
My opinion on this is,-4.0,casual_low_emotion,stuff,4269,-4.390061378479004,-4.390328407287598,0.00026702880859375,pipeline,casual,low
My opinion on this is,-4.0,casual_high_emotion,OMG,21978,-4.685030937194824,-4.685068130493164,3.719329833984375e-05,pipeline,casual,high
My opinion on this is,-4.0,casual_high_emotion,totally,7110,3.845135450363159,3.8451995849609375,-6.413459777832031e-05,pipeline,casual,high
My opinion on this is,-4.0,casual_high_emotion,literally,8642,-1.3285484313964844,-1.328357219696045,-0.00019121170043945312,pipeline,casual,high
My opinion on this is,-4.0,casual_high_emotion,seriously,7580,-0.6704647541046143,-0.6703555583953857,-0.00010919570922851562,pipeline,casual,high
My opinion on this is,-4.0,casual_high_emotion,honestly,14483,1.4640170335769653,1.4642746448516846,-0.0002576112747192383,pipeline,casual,high
My opinion on this is,-4.0,casual_high_emotion,really,1196,3.114421844482422,3.1145431995391846,-0.00012135505676269531,pipeline,casual,high
My opinion on this is,-4.0,casual_high_emotion,absolutely,6270,-0.478908896446228,-0.4787575602531433,-0.0001513361930847168,pipeline,casual,high
My opinion on this is,-4.0,casual_high_emotion,incredibly,9301,-2.041743278503418,-2.0418953895568848,0.00015211105346679688,pipeline,casual,high
My opinion on this is,0.0,formal_low_emotion,perhaps,4153,-0.6530710458755493,-0.6530513763427734,-1.9669532775878906e-05,pipeline,formal,low
My opinion on this is,0.0,formal_low_emotion,may,754,-1.0665403604507446,-1.0665335655212402,-6.794929504394531e-06,pipeline,formal,low
My opinion on this is,0.0,formal_low_emotion,however,2480,0.2789152264595032,0.27894127368927,-2.6047229766845703e-05,pipeline,formal,low
My opinion on this is,0.0,formal_low_emotion,therefore,4320,-1.493133306503296,-1.493159532546997,2.6226043701171875e-05,pipeline,formal,low
My opinion on this is,0.0,formal_low_emotion,consequently,23995,-5.661348342895508,-5.66140079498291,5.245208740234375e-05,pipeline,formal,low
My opinion on this is,0.0,formal_low_emotion,moreover,541,2.1856207847595215,2.185621976852417,-1.1920928955078125e-06,pipeline,formal,low
My opinion on this is,0.0,formal_low_emotion,accordingly,17159,-5.066068649291992,-5.066076278686523,7.62939453125e-06,pipeline,formal,low
My opinion on this is,0.0,formal_low_emotion,furthermore,2134,1.6189723014831543,1.6190004348754883,-2.8133392333984375e-05,pipeline,formal,low
My opinion on this is,0.0,formal_high_emotion,profoundly,29160,-3.5844006538391113,-3.5843353271484375,-6.532669067382812e-05,pipeline,formal,high
My opinion on this is,0.0,formal_high_emotion,devastated,27668,-6.053280353546143,-6.053213596343994,-6.67572021484375e-05,pipeline,formal,high
My opinion on this is,0.0,formal_high_emotion,magnificent,16773,-7.636950492858887,-7.636904239654541,-4.6253204345703125e-05,pipeline,formal,high
My opinion on this is,0.0,formal_high_emotion,appalling,573,-2.158303737640381,-2.1583240032196045,2.0265579223632812e-05,pipeline,formal,high
My opinion on this is,0.0,formal_high_emotion,extraordinary,10035,-6.540294647216797,-6.540251731872559,-4.291534423828125e-05,pipeline,formal,high
My opinion on this is,0.0,formal_high_emotion,overwhelming,11734,-2.5243401527404785,-2.524343252182007,3.0994415283203125e-06,pipeline,formal,high
My opinion on this is,0.0,formal_high_emotion,catastrophic,24769,-8.417074203491211,-8.417057991027832,-1.621246337890625e-05,pipeline,formal,high
My opinion on this is,0.0,formal_high_emotion,triumphant,15511,-7.07368803024292,-7.073696136474609,8.106231689453125e-06,pipeline,formal,high
My opinion on this is,0.0,casual_low_emotion,yeah,12191,-1.9917287826538086,-1.9917230606079102,-5.7220458984375e-06,pipeline,casual,low
My opinion on this is,0.0,casual_low_emotion,okay,10989,2.4674887657165527,2.4675450325012207,-5.626678466796875e-05,pipeline,casual,low
My opinion on this is,0.0,casual_low_emotion,kinda,21775,2.3701910972595215,2.370185136795044,5.9604644775390625e-06,pipeline,casual,low
My opinion on this is,0.0,casual_low_emotion,basically,8087,3.003063201904297,3.003045082092285,1.811981201171875e-05,pipeline,casual,low
My opinion on this is,0.0,casual_low_emotion,anyway,8668,-0.7723575830459595,-0.7723385691642761,-1.901388168334961e-05,pipeline,casual,low
My opinion on this is,0.0,casual_low_emotion,whatever,5193,-0.5858480930328369,-0.5858461856842041,-1.9073486328125e-06,pipeline,casual,low
My opinion on this is,0.0,casual_low_emotion,guess,5310,-0.9407593011856079,-0.9407533407211304,-5.9604644775390625e-06,pipeline,casual,low
My opinion on this is,0.0,casual_low_emotion,stuff,4269,-4.390278339385986,-4.390328407287598,5.0067901611328125e-05,pipeline,casual,low
My opinion on this is,0.0,casual_high_emotion,OMG,21978,-4.685054302215576,-4.685068130493164,1.3828277587890625e-05,pipeline,casual,high
My opinion on this is,0.0,casual_high_emotion,totally,7110,3.845196008682251,3.8451995849609375,-3.5762786865234375e-06,pipeline,casual,high
My opinion on this is,0.0,casual_high_emotion,literally,8642,-1.3283907175064087,-1.328357219696045,-3.349781036376953e-05,pipeline,casual,high
My opinion on this is,0.0,casual_high_emotion,seriously,7580,-0.6703915596008301,-0.6703555583953857,-3.600120544433594e-05,pipeline,casual,high
My opinion on this is,0.0,casual_high_emotion,honestly,14483,1.464231014251709,1.4642746448516846,-4.363059997558594e-05,pipeline,casual,high
My opinion on this is,0.0,casual_high_emotion,really,1196,3.1145129203796387,3.1145431995391846,-3.0279159545898438e-05,pipeline,casual,high
My opinion on this is,0.0,casual_high_emotion,absolutely,6270,-0.47877955436706543,-0.4787575602531433,-2.199411392211914e-05,pipeline,casual,high
My opinion on this is,0.0,casual_high_emotion,incredibly,9301,-2.0418639183044434,-2.0418953895568848,3.147125244140625e-05,pipeline,casual,high
My opinion on this is,1.0,formal_low_emotion,perhaps,4153,-0.6530513763427734,-0.6530513763427734,0.0,pipeline,formal,low
My opinion on this is,1.0,formal_low_emotion,may,754,-1.0665335655212402,-1.0665335655212402,0.0,pipeline,formal,low
My opinion on this is,1.0,formal_low_emotion,however,2480,0.27894127368927,0.27894127368927,0.0,pipeline,formal,low
My opinion on this is,1.0,formal_low_emotion,therefore,4320,-1.493159532546997,-1.493159532546997,0.0,pipeline,formal,low
My opinion on this is,1.0,formal_low_emotion,consequently,23995,-5.66140079498291,-5.66140079498291,0.0,pipeline,formal,low
